title,brand,price,rating,reviews,url,ram_gb,storage_gb,cpu
"Apple MacBook Pro 2011 A1278 Display 13-inch Laptop (Intel i5 2.3 GHz, 8 GB RAM, 500GB HDD, Intel HD, macOS High Sierra - Silver - Daraz Like New Laptops",Apple,39999.0,4.333333333333333,30.0,https:,8.0,8.0,i5
"Daraz Like New Laptops - Hp Chromebook 11 G8 - 4GB Ram DDR4 - 32GB SSD - 11.6"" Screen Size - Chrome OS - FREE LAPTOP BAG AND CHARGER",Daraz Like New,9899.01,0.0,0.0,https:,4.0,4.0,other
"LENOVO CHROMEBOOK 100E 3rd GEN| 4GB RAM DDR4 | 64GB SSD EMMC | 11.6"" SCREEN | PLAYSTORE | Update 2030",No Brand,13364.01,5.0,1.0,https:,4.0,4.0,other
"Lenovo Chromebook 100e – 11.6"" HD, 4GB RAM, 32GB Storage, Chrome OS | Best Student Laptop with Charger",No Brand,9900.0,0.0,0.0,https:,4.0,4.0,other
Lenovo N21 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM - Long Battery Life,No Brand,11850.0,5.0,2.0,https:,4.0,4.0,other
DELL 3180 Chromebook Notebooks Laptops Best for Studying and Online Working and Office Work,No Brand,8900.0,0.0,0.0,https:,0.0,0.0,other
Acer C740 ChromeBook Laptop - 2gb / 16gb - With Play Store - Longer Battery Life,No Brand,9950.0,3.6666666666666665,3.0,https:,0.0,2.0,other
"Daraz Like New Laptops - HP ProBook 440G3 I3 6th Gen 8gb Ram 128gb ssd+500gb hdd 14"" Screen (Windows 11 Activated) & Free Laptop Bag",No Brand,42499.0,5.0,2.0,https:,8.0,8.0,i3
DELL CHROMEBOOK LAPTOP 3180 - 4GB/16GB - PLAYSTORE SUPPORTED,No Brand,8650.0,0.0,0.0,https:,0.0,4.0,other
"Acer Chromebook 11 C731 - 11.6"" Laptop💻 Intel N3060 4GB RAM 16GB SSD Battery Backup 6 Hours Plus Chrome OS

(Renewed)",No Brand,8999.0,5.0,2.0,https:,4.0,4.0,other
Lenovo  N23 Chromebook - 4gb/16gb - Play Store Supported,No Brand,11850.0,5.0,2.0,https:,0.0,4.0,other
Daraz Like New Laptops - Lenovo Chromebook 100E Intel Celeron 4GB RAM 16GB Chrome OS,Lenovo,8414.01,4.7073170731707314,41.0,https:,4.0,4.0,other
"MSI Cyborg 15 A13UDX – Gaming Laptop (Core i7 13th Gen, RTX 3050 6GB) 15.6"" FHD IPS 144Hz Backlit KB",No Brand,289499.0,0.0,0.0,https:,0.0,6.0,i7
Samsung | Chromebook 500C | 16GB Storage | 4GB RAM | ‎1.6 GHz Intel Celeron | Dual Core | 11.6 Inch Display | Playstore Supported | Chromebook - Daraz Like New Laptops,Daraz Like New,10394.01,4.576923076923077,52.0,https:,4.0,16.0,other
"Daraz Like New Laptops - Hp Chromebook 11 G6 EE | 4GB RAM DDR4 | 16GB SSD EMMC | Playstore supported | 11.6"" screen - FREE LAPTOP BAG",Daraz Like New,8499.0,0.0,0.0,https:,4.0,4.0,other
"Asus Chromebook C202s Windows | celeron processor | 4GB RAM | 16GB SSD EMMC | 11.6"" screen | windows 10 Converted",No Brand,7999.0,5.0,1.0,https:,4.0,4.0,other
"Acer Chromebook 11 N8 11.6"" HD Non-Touch Display, Intel Celeron Dual-Core N3350, 32GB eMMC, 4GB DDR4 RAM, TYPE-C Charging Traditional Laptop (C732-C8VEN), Play Store Supported",Acer,8999.1,5.0,4.0,https:,0.0,32.0,other
Dell Chromebook 11 3180 - 4GB RAM - 16GB SSD (FREE LAPTOP BAG) - Daraz like new laptops,Dell,8364.51,4.217391304347826,161.0,https:,4.0,4.0,other
Lenovo Laptop | ChromeBook N23 Yoga | 4GB RAM | 32GB Storage | 11.6″ Display | Laptop 360 Touch Screen | Playstore Supported | 8 Hours Battery | ChromeBook,No Brand,12000.0,0.0,0.0,https:,4.0,4.0,other
"Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS / Windows 10 - used laptops",Daraz Like New,8450.0,0.0,0.0,https:,4.0,4.0,other
Dell Latitude E7290 Ci5 8th Gen 8GB 256GB SSD 12.5″ LED,No Brand,46000.0,0.0,0.0,https:,0.0,8.0,i5
